seed,step,return_step,phase,model,combined_task1,combined_task2,a_channel_task1,a_channel_task2,n_channel_task1,n_channel_task2,rho,persistence,a_n_distance
0,520,0,task1_initial,IDLGated,0.982421875,0.20458984375,0.98388671875,0.20361328125,0.97705078125,0.20751953125,0.9999949932098389,0.9147544615920626,0.11658854766629613
0,530,0,task1_initial,MLP,0.97705078125,0.2041015625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,530,0,task1_initial,ChevronSlow,0.984375,0.19970703125,0.98291015625,0.19873046875,0.97802734375,0.20458984375,1.0,0.8213119977489481,0.11252107623742962
0,530,0,task1_initial,IDLGated,0.98388671875,0.2001953125,0.9833984375,0.19873046875,0.978515625,0.20654296875,0.999991774559021,0.8920591170928353,0.11580262298650044
0,540,0,task1_initial,MLP,0.98291015625,0.19482421875,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,540,0,task1_initial,ChevronSlow,0.98779296875,0.19287109375,0.98974609375,0.18896484375,0.98046875,0.20068359375,1.0,0.7992730864206307,0.11130456935385072
0,540,0,task1_initial,IDLGated,0.98681640625,0.19482421875,0.98583984375,0.1875,0.98193359375,0.20166015625,0.9999858140945435,0.8674900266407202,0.11409742602748715
0,550,0,task1_initial,MLP,0.98291015625,0.19580078125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,550,0,task1_initial,ChevronSlow,0.9873046875,0.19580078125,0.98779296875,0.19482421875,0.98095703125,0.2021484375,1.0,0.775695151358572,0.11019021504757963
0,550,0,task1_initial,IDLGated,0.98681640625,0.19482421875,0.98828125,0.193359375,0.98046875,0.20361328125,0.9999748468399048,0.8414737265760196,0.112576635522701
0,560,0,task1_initial,MLP,0.98046875,0.20166015625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,560,0,task1_initial,ChevronSlow,0.986328125,0.201171875,0.9892578125,0.2001953125,0.9794921875,0.20361328125,1.0,0.7512862072020731,0.10958275209819059
0,560,0,task1_initial,IDLGated,0.98486328125,0.20166015625,0.9853515625,0.201171875,0.97998046875,0.2060546875,0.9999547004699707,0.8146205690102929,0.11193026950240499
0,570,0,task1_initial,MLP,0.98095703125,0.20166015625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,570,0,task1_initial,ChevronSlow,0.9873046875,0.19970703125,0.98828125,0.19580078125,0.98046875,0.203125,1.0,0.7267850774478128,0.10866000752104668
0,570,0,task1_initial,IDLGated,0.986328125,0.20068359375,0.986328125,0.19580078125,0.98193359375,0.2041015625,0.99991774559021,0.7875240787019318,0.11060026144579292
0,580,0,task1_initial,MLP,0.98046875,0.1953125,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,580,0,task1_initial,ChevronSlow,0.9873046875,0.19580078125,0.984375,0.19384765625,0.98486328125,0.19970703125,1.0,0.7027823656879618,0.1080270002788908
0,580,0,task1_initial,IDLGated,0.98486328125,0.19677734375,0.9833984375,0.19482421875,0.98486328125,0.2001953125,0.9998524188995361,0.7609783295137361,0.10917277223419199
0,590,0,task1_initial,MLP,0.9814453125,0.19677734375,0.0,0.0,0.0,0.0,1.0,0.0,0.0
