seed,t,model,phase,window,y,pred,correct,loss,rho,diff,persistence
0,21,MLP,transient_burst,transient_bursts,0,0.4842166407451227,1,0.6620684480660296,1.0,0.0,0.0
0,21,ChevronSlow,transient_burst,transient_bursts,0,0.48414375159484846,1,0.6619271406756302,1.0,0.06815673825907678,0.02588595366602457
0,21,IDLGated,transient_burst,transient_bursts,0,0.45935433502881057,1,0.6149911778023548,0.13751341033970815,0.0657630955018277,0.03154099279679789
0,22,MLP,transient_burst,transient_bursts,1,0.49907127176523364,0,0.6950063642408909,1.0,0.0,0.0
0,22,ChevronSlow,transient_burst,transient_bursts,1,0.5332471902387167,1,0.6287701907702661,1.0,0.029049342024746114,0.02596503837499261
0,22,IDLGated,transient_burst,transient_bursts,1,0.513203205959467,1,0.6670833992619861,0.13729974433269576,0.02826336860755059,0.031459052192066704
0,23,MLP,transient_burst,transient_bursts,1,0.47851700328407654,0,0.7370635341664915,1.0,0.0,0.0
0,23,ChevronSlow,transient_burst,transient_bursts,1,0.5213985146626454,1,0.6512406262350761,1.0,0.043021006504991216,0.026391437578242572
0,23,IDLGated,transient_burst,transient_bursts,1,0.5930967179788919,1,0.5223977938251799,0.1413452123704916,0.09280287113674654,0.0329926476656837
0,24,MLP,transient_burst,transient_bursts,0,0.4837416401916967,1,0.6611479415047301,1.0,0.0,0.0
0,24,ChevronSlow,transient_burst,transient_bursts,0,0.47047085304216474,1,0.635767069265227,1.0,0.07582092342930535,0.02762717472451914
0,24,IDLGated,transient_burst,transient_bursts,0,0.44146069627712115,1,0.5824302892285322,0.14477179504066964,0.0838146240182034,0.034263197074496696
0,25,MLP,transient_burst,transient_bursts,0,0.3804060965473092,1,0.4786910099767103,1.0,0.0,0.0
0,25,ChevronSlow,transient_burst,transient_bursts,0,0.32993895407974877,1,0.40038645743388346,1.0,0.16134692199670067,0.030970168406323675
0,25,IDLGated,transient_burst,transient_bursts,0,0.446626096270558,1,0.5917213689944696,0.15555645234258406,0.18797316201641318,0.03810594619804461
0,26,MLP,transient_burst,transient_bursts,1,0.4954278665062445,0,0.7023335129916313,1.0,0.0,0.0
0,26,ChevronSlow,transient_burst,transient_bursts,1,0.4818788481154843,0,0.7300625489833614,1.0,0.13359045643570858,0.0335356756070583
0,26,IDLGated,transient_burst,transient_bursts,1,0.3667622206473831,0,1.0030415410489364,0.16477890282167174,0.16279194478691053,0.04122309616276626
0,27,MLP,transient_burst,transient_bursts,1,0.5545023339417261,1,0.589684263108191,1.0,0.0,0.0
0,27,ChevronSlow,transient_burst,transient_bursts,1,0.5754566979868326,1,0.5525912960718474,1.0,0.021666566859858002,0.03323894788837829
0,27,IDLGated,transient_burst,transient_bursts,1,0.4588327310657918,0,0.7790695556747844,0.16498604929626765,0.043958319589487135,0.04129147674843428
0,28,MLP,pre_shift,other,0,0.560092541248086,0,0.8211908952087746,1.0,0.0,0.0
0,28,ChevronSlow,pre_shift,other,0,0.6052489804437603,0,0.9295000430600068,1.0,0.09418463033514063,0.034762589949547354
0,28,IDLGated,pre_shift,other,0,0.5565987890788544,0,0.8132802508132501,0.17326175000221508,0.14838752930130808,0.04396887806225613
0,29,MLP,pre_shift,other,1,0.4950162228029189,0,0.7031647436112508,1.0,0.0,0.0
